,CustomerID,first_time_buying,Recency,Frequency,Monetary
1102,13838.0,2010-12-05 10:45:00,5,4,691.73
1103,13841.0,2011-04-01 12:10:00,252,1,85.0
1104,13842.0,2010-12-08 10:39:00,58,9,3385.62
1105,13844.0,2011-11-28 13:21:00,10,1,361.62
1106,13845.0,2011-10-06 08:25:00,64,1,312.98
1107,13846.0,2010-12-14 16:07:00,24,3,865.0600000000001
1108,13848.0,2010-12-08 15:10:00,91,3,1255.0
1109,13849.0,2011-06-22 10:11:00,51,2,1537.95
1110,13850.0,2011-08-02 14:04:00,128,1,1595.48
1111,13851.0,2011-02-24 17:18:00,95,3,2651.46
1112,13853.0,2011-10-13 14:18:00,56,1,1090.14
1113,13854.0,2010-12-09 10:48:00,8,25,8109.5199999999995
1114,13856.0,2011-05-20 13:13:00,168,3,388.5
1115,13858.0,2011-10-13 16:17:00,56,1,216.17
1116,13859.0,2011-01-17 16:14:00,325,1,201.16
1117,13860.0,2011-09-14 09:27:00,0,5,1245.9
1118,13862.0,2011-01-11 15:13:00,17,8,2209.36
1119,13863.0,2011-04-06 10:20:00,247,1,305.78
1120,13865.0,2011-02-23 12:04:00,57,4,501.56
1121,13866.0,2011-09-26 14:54:00,73,1,145.67000000000002
1122,13867.0,2011-05-05 17:28:00,30,3,1015.29
1123,13868.0,2011-11-01 12:45:00,6,2,3192.54
1124,13869.0,2010-12-17 15:14:00,122,4,3104.95
1125,13870.0,2011-02-25 09:09:00,1,8,2770.94
1126,13871.0,2011-02-04 09:30:00,22,13,6403.25
1127,13873.0,2011-02-03 09:37:00,119,3,389.6
1128,13874.0,2010-12-16 18:20:00,357,1,540.45
1129,13875.0,2011-02-11 15:39:00,53,5,1786.79
1130,13876.0,2011-10-07 10:22:00,63,1,122.7
1131,13877.0,2011-09-14 15:49:00,85,1,117.24
1132,13878.0,2011-10-16 12:19:00,54,1,1281.53
1133,13880.0,2010-12-07 14:00:00,20,13,3219.77
1134,13881.0,2011-02-01 10:14:00,3,20,17159.52
1135,13882.0,2011-10-06 15:28:00,2,5,1191.13
1136,13883.0,2011-03-31 17:17:00,10,5,2674.48
1137,13884.0,2011-03-01 13:40:00,6,5,787.6
1138,13885.0,2011-05-23 08:52:00,188,2,506.8
1139,13886.0,2011-09-29 13:17:00,70,1,243.56
1140,13887.0,2011-05-19 17:22:00,203,1,349.55
1141,13888.0,2011-05-05 14:41:00,119,2,605.63
1142,13889.0,2011-09-08 09:13:00,92,1,416.90000000000003
1143,13890.0,2010-12-16 09:31:00,0,10,1883.8100000000002
1144,13892.0,2011-04-07 12:04:00,26,4,632.97
1145,13893.0,2011-02-15 11:30:00,297,1,821.1
1146,13894.0,2011-02-02 12:54:00,23,3,564.62
1147,13895.0,2011-06-28 10:17:00,27,4,2593.07
1148,13897.0,2011-10-20 14:30:00,49,1,311.16
1149,13898.0,2011-01-18 10:28:00,325,1,155.93
1150,13899.0,2011-03-10 09:30:00,15,2,388.52
1151,13900.0,2011-03-22 10:13:00,182,3,740.95
1152,13901.0,2011-01-25 09:01:00,71,5,2867.2
1153,13904.0,2011-02-18 11:18:00,36,2,332.64
1154,13908.0,2011-03-08 12:04:00,79,4,2369.55
1155,13911.0,2011-02-04 14:46:00,56,9,2580.91
1156,13914.0,2011-11-03 16:28:00,11,2,626.45
1157,13917.0,2011-06-01 12:46:00,49,2,272.04
1158,13918.0,2011-03-31 18:05:00,49,2,1212.8400000000001
1159,13919.0,2011-08-10 10:15:00,58,2,384.81
1160,13922.0,2010-12-23 10:38:00,351,1,172.25
1161,13923.0,2011-10-17 12:33:00,53,1,351.13
1162,13924.0,2011-09-28 15:07:00,1,6,1838.8500000000001
1163,13925.0,2011-07-28 12:09:00,92,4,678.25
1164,13926.0,2011-11-16 13:16:00,22,1,223.85000000000002
1165,13927.0,2011-09-26 12:00:00,74,1,348.99
1166,13928.0,2011-07-29 15:59:00,10,4,464.57
1167,13929.0,2011-01-17 15:11:00,168,2,842.65
1168,13930.0,2011-07-26 11:00:00,57,2,337.34
1169,13931.0,2011-03-04 08:43:00,95,2,1237.53
1170,13932.0,2011-02-18 12:02:00,294,1,307.4
1171,13933.0,2011-07-14 13:35:00,108,2,608.7900000000001
1172,13934.0,2011-03-21 08:39:00,263,1,922.1
1173,13936.0,2011-06-13 08:47:00,179,1,376.58
1174,13937.0,2011-06-23 16:35:00,168,1,158.85
1175,13938.0,2011-11-04 14:37:00,34,1,71.66
1176,13939.0,2011-02-01 11:30:00,22,3,568.55
1177,13940.0,2011-07-18 16:05:00,16,4,839.14
1178,13941.0,2010-12-02 10:17:00,21,5,5112.96
1179,13946.0,2011-03-17 10:02:00,78,3,561.5699999999999
1180,13947.0,2011-10-05 14:42:00,64,1,90.6
1181,13948.0,2010-12-14 10:18:00,360,1,102.0
1182,13949.0,2011-09-06 11:55:00,2,6,2427.32
1183,13950.0,2011-04-07 11:29:00,10,4,745.06
1184,13951.0,2011-02-18 15:21:00,175,3,674.45
1185,13952.0,2011-04-15 09:27:00,217,2,3251.071
1186,13953.0,2010-12-22 10:29:00,6,7,3515.68
1187,13954.0,2011-09-30 10:52:00,1,2,439.92
1188,13955.0,2011-02-07 12:24:00,153,2,322.96
1189,13956.0,2011-03-13 12:51:00,4,5,1026.42
1190,13959.0,2010-12-12 13:56:00,78,3,598.2
1191,13960.0,2011-09-29 12:39:00,20,2,230.22
1192,13962.0,2011-04-08 11:21:00,21,2,169.55
1193,13963.0,2010-12-07 09:21:00,307,4,664.54
1194,13967.0,2011-07-17 12:02:00,145,1,80.7
1195,13969.0,2010-12-09 19:32:00,6,18,9053.94
1196,13971.0,2011-02-27 12:27:00,18,8,2758.26
1197,13972.0,2011-05-22 11:34:00,70,2,190.25
1198,13973.0,2011-02-25 15:21:00,286,1,264.7
1199,13974.0,2011-10-21 14:41:00,48,1,413.59000000000003
1200,13975.0,2011-03-08 12:19:00,30,6,2526.28
1201,13976.0,2011-05-17 09:13:00,206,1,357.98
1202,13978.0,2011-10-25 15:04:00,14,2,196.79000000000002
1203,13979.0,2011-09-27 13:32:00,72,1,869.87
1204,13980.0,2011-10-10 13:34:00,59,1,200.14
1205,13982.0,2010-12-09 13:57:00,38,4,1871.81
1206,13983.0,2010-12-08 10:38:00,29,12,2603.43
1207,13984.0,2010-12-08 15:58:00,26,5,920.51
1208,13985.0,2011-03-20 13:48:00,3,15,7060.13
1209,13986.0,2011-11-22 15:00:00,16,1,320.46
1210,13988.0,2011-03-30 11:48:00,19,6,4147.96
1211,13989.0,2011-04-14 15:39:00,65,2,1266.08
1212,13990.0,2011-05-10 15:19:00,212,1,311.3
1213,13991.0,2011-07-19 12:58:00,11,6,855.97
1214,13992.0,2011-11-09 15:23:00,29,1,76.8
1215,13993.0,2011-01-13 10:43:00,42,9,3466.36
1216,13994.0,2011-07-14 18:28:00,3,6,2313.14
1217,13995.0,2011-04-08 08:20:00,14,5,1393.69
1218,13999.0,2010-12-13 11:23:00,9,12,3901.81
1219,14000.0,2011-05-12 16:50:00,210,1,635.66
1220,14001.0,2010-12-01 12:58:00,45,3,2043.0800000000002
1221,14002.0,2011-07-06 14:59:00,133,2,529.73
1222,14004.0,2011-02-24 09:28:00,42,7,4582.64
1223,14005.0,2011-05-08 10:33:00,9,5,2874.72
1224,14006.0,2011-01-31 15:11:00,115,3,962.19
1225,14009.0,2011-05-18 13:00:00,197,2,695.61
1226,14012.0,2011-03-07 12:26:00,277,1,328.8
1227,14013.0,2011-03-09 08:59:00,109,3,473.02
1228,14014.0,2011-09-23 13:18:00,76,1,505.18
1229,14015.0,2011-10-18 10:02:00,52,1,917.34
1230,14016.0,2010-12-17 14:21:00,161,4,4341.21
1231,14019.0,2011-07-24 15:39:00,46,3,1421.61
1232,14020.0,2011-09-12 15:32:00,16,2,642.8
1233,14021.0,2011-03-28 15:10:00,154,3,631.9
1234,14022.0,2011-04-28 14:39:00,224,1,440.0
1235,14023.0,2011-04-03 15:50:00,6,2,584.07
1236,14024.0,2011-08-07 13:31:00,121,2,327.7
1237,14027.0,2011-10-10 09:01:00,60,1,104.82
1238,14029.0,2011-07-18 16:57:00,62,2,467.66
1239,14030.0,2010-12-08 16:11:00,17,8,2360.09
1240,14031.0,2010-12-02 16:34:00,6,19,17286.86
1241,14032.0,2010-12-08 10:53:00,1,11,2975.59
1242,14034.0,2011-07-05 13:06:00,21,3,651.8199999999999
1243,14035.0,2011-02-15 12:48:00,28,5,1428.02
1244,14036.0,2011-02-28 09:26:00,284,1,626.65
1245,14037.0,2010-12-10 11:39:00,175,2,147.20000000000002
1246,14038.0,2011-05-16 14:05:00,77,3,1560.38
1247,14039.0,2011-11-06 13:48:00,32,1,152.2
1248,14040.0,2011-01-12 14:57:00,40,12,3614.92
1249,14041.0,2011-03-18 13:25:00,265,1,141.41
1250,14044.0,2011-02-03 11:39:00,26,4,652.82
1251,14045.0,2010-12-01 11:32:00,108,4,1659.75
1252,14046.0,2011-02-28 14:48:00,283,1,154.99
1253,14047.0,2010-12-02 10:09:00,8,5,1308.6100000000001
1254,14048.0,2011-02-07 14:53:00,304,1,409.93
1255,14049.0,2011-01-26 11:27:00,16,4,5681.72
1256,14050.0,2011-08-25 13:46:00,31,2,746.36
1257,14051.0,2010-12-08 12:49:00,0,23,15610.390000000001
1258,14052.0,2011-11-20 12:30:00,19,1,225.36
1259,14053.0,2011-07-03 12:21:00,123,2,260.25
1260,14054.0,2011-10-05 15:49:00,64,1,92.46
1261,14055.0,2011-08-25 15:04:00,105,1,725.6400000000001
1262,14056.0,2011-02-28 15:19:00,0,23,8214.65
1263,14057.0,2010-12-14 12:11:00,23,17,6217.96
1264,14059.0,2011-03-18 10:06:00,266,1,183.6
1265,14060.0,2010-12-02 12:11:00,4,19,6140.42
1266,14062.0,2010-12-10 15:56:00,9,12,10464.85
1267,14064.0,2011-03-10 12:59:00,28,5,1353.74
1268,14066.0,2011-03-18 12:21:00,266,1,152.55
1269,14067.0,2011-09-04 12:00:00,63,2,374.7
1270,14068.0,2011-01-23 16:02:00,319,1,265.85
1271,14071.0,2011-03-20 11:33:00,3,8,1438.82
1272,14073.0,2011-11-07 15:49:00,31,1,151.04
1273,14075.0,2011-03-23 16:35:00,4,3,942.26
1274,14076.0,2011-08-02 15:19:00,128,1,122.47
1275,14077.0,2011-03-10 15:52:00,40,5,499.41999999999996
1276,14078.0,2010-12-01 12:54:00,101,6,1049.37
1277,14079.0,2011-08-07 12:10:00,124,1,375.1
1278,14080.0,2011-11-07 11:09:00,32,1,45.599999999999994
1279,14081.0,2010-12-05 15:47:00,301,2,934.52
1280,14082.0,2010-12-10 11:02:00,364,1,182.25
1281,14083.0,2010-12-03 12:24:00,3,9,1018.43
1282,14085.0,2010-12-06 12:39:00,1,18,4448.54
1283,14087.0,2011-12-07 12:41:00,2,1,194.42
1284,14088.0,2011-01-21 13:07:00,9,13,50491.81
1285,14089.0,2011-10-14 10:38:00,56,1,161.0
1286,14090.0,2011-01-19 10:51:00,324,1,76.32000000000001
1287,14092.0,2010-12-16 15:47:00,7,14,4076.91
1288,14093.0,2011-11-27 16:27:00,11,1,442.85
1289,14096.0,2011-08-30 10:49:00,3,17,65164.79
1290,14098.0,2011-11-03 10:13:00,36,1,147.35
1291,14099.0,2010-12-20 11:14:00,15,11,3104.17
1292,14100.0,2011-07-25 11:01:00,137,1,194.9
1293,14101.0,2011-01-17 13:09:00,73,6,5976.79
1294,14102.0,2011-10-26 12:46:00,4,5,1360.28
1295,14104.0,2011-06-27 12:49:00,154,2,216.20999999999998
1296,14105.0,2011-04-14 17:58:00,238,1,1266.23
1297,14107.0,2010-12-10 13:29:00,51,7,2703.23
1298,14108.0,2011-08-30 11:32:00,30,2,597.91
1299,14109.0,2011-09-28 10:18:00,72,1,144.2
1300,14110.0,2011-03-18 09:59:00,3,12,5683.15
1301,14111.0,2011-04-12 11:36:00,13,4,692.85
1302,14112.0,2011-03-09 11:28:00,22,7,2915.15
1303,14113.0,2010-12-20 12:14:00,3,4,1840.42
1304,14114.0,2011-01-13 11:05:00,273,2,386.53
1305,14116.0,2011-08-10 12:44:00,19,5,1382.74
1306,14117.0,2011-07-19 09:49:00,143,1,90.0
1307,14121.0,2011-10-11 10:39:00,3,4,2780.15
1308,14124.0,2011-09-16 13:32:00,83,1,419.58000000000004
1309,14125.0,2011-09-22 15:40:00,10,3,2740.43
1310,14126.0,2011-11-29 12:21:00,7,3,706.1300000000001
1311,14127.0,2011-02-02 12:26:00,122,3,709.71
1312,14128.0,2011-03-29 10:49:00,60,2,637.5
1313,14129.0,2011-03-24 08:44:00,1,5,1123.8600000000001
1314,14130.0,2011-01-24 16:05:00,318,1,483.86
1315,14132.0,2011-06-09 12:04:00,1,11,3586.0299999999997
1316,14133.0,2011-01-28 11:27:00,129,3,605.64
1317,14135.0,2010-12-02 10:27:00,1,15,4690.31
1318,14138.0,2011-10-07 09:38:00,1,2,982.3800000000001
1319,14139.0,2011-10-24 13:34:00,45,1,415.82
1320,14140.0,2011-11-08 11:20:00,3,2,935.05
1321,14141.0,2011-08-26 14:40:00,2,4,915.13
1322,14142.0,2010-12-01 16:33:00,372,1,311.81
1323,14143.0,2011-07-29 09:48:00,133,1,115.8
1324,14145.0,2011-05-06 13:01:00,46,4,3742.2
1325,14146.0,2010-12-17 15:52:00,8,5,4191.0
1326,14147.0,2011-02-27 11:42:00,77,2,483.4
1327,14148.0,2011-04-20 12:02:00,233,1,157.2
1328,14149.0,2011-05-03 09:44:00,220,1,446.62
1329,14150.0,2010-12-15 10:04:00,35,2,658.64
1330,14152.0,2011-04-19 15:46:00,74,2,621.29
1331,14154.0,2011-04-14 15:58:00,238,2,1345.62
1332,14155.0,2011-03-18 14:13:00,265,1,118.75
1333,14156.0,2010-12-03 11:48:00,9,55,117379.63
1334,14157.0,2011-02-27 13:04:00,19,2,432.88
1335,14158.0,2011-10-30 15:08:00,39,1,507.66
1336,14159.0,2010-12-12 11:17:00,19,11,4693.01
1337,14161.0,2010-12-05 13:18:00,215,3,1110.52
1338,14162.0,2011-02-20 12:32:00,173,2,289.36
1339,14163.0,2011-04-14 17:33:00,86,4,2445.91
1340,14164.0,2011-09-20 12:18:00,70,2,1631.77
1341,14165.0,2011-03-09 12:39:00,275,1,122.53999999999999
1342,14167.0,2011-01-12 15:44:00,38,4,574.84
1343,14171.0,2011-09-02 16:43:00,97,1,363.79
1344,14173.0,2011-05-04 14:03:00,10,4,450.84
1345,14174.0,2011-11-06 13:17:00,32,1,134.46
1346,14175.0,2011-01-14 12:22:00,59,3,3222.3
1347,14176.0,2010-12-07 11:45:00,296,4,576.9000000000001
1348,14177.0,2011-06-13 11:10:00,85,4,559.41
1349,14178.0,2011-06-10 12:51:00,8,7,1620.93
1350,14179.0,2011-10-18 14:00:00,40,2,719.78
1351,14180.0,2010-12-02 13:08:00,10,25,4748.52
1352,14184.0,2011-10-04 12:43:00,66,1,452.89
1353,14185.0,2011-01-12 13:52:00,330,1,197.65
1354,14188.0,2011-02-02 13:46:00,30,6,2054.36
1355,14189.0,2010-12-06 11:42:00,1,15,4654.08
1356,14191.0,2011-05-03 10:30:00,1,13,4684.76
1357,14193.0,2011-03-15 11:38:00,67,2,853.39
1358,14194.0,2011-02-04 14:51:00,4,21,11349.52
1359,14195.0,2011-04-01 16:50:00,201,2,1012.0
1360,14196.0,2011-08-25 10:25:00,106,1,335.52
1361,14198.0,2011-04-14 14:54:00,17,4,701.4
1362,14199.0,2011-05-05 13:44:00,217,1,185.39999999999998
1363,14201.0,2010-12-15 13:25:00,59,7,747.44
1364,14204.0,2011-12-07 13:38:00,1,1,161.03
1365,14205.0,2011-03-20 15:07:00,16,2,466.7
1366,14206.0,2011-04-14 16:38:00,238,1,328.15999999999997
1367,14208.0,2011-09-06 12:48:00,94,1,151.74
1368,14209.0,2011-01-11 12:56:00,10,6,2073.43
1369,14210.0,2010-12-03 12:43:00,105,6,1905.8400000000001
1370,14211.0,2011-02-17 15:50:00,52,9,2241.1
1371,14212.0,2011-09-11 12:45:00,89,1,1070.48
1372,14214.0,2011-03-07 12:26:00,30,5,1004.38
1373,14215.0,2010-12-06 15:34:00,11,6,1789.72
1374,14216.0,2011-11-02 10:51:00,2,4,1839.3
1375,14217.0,2010-12-08 13:28:00,1,17,2004.98
1376,14218.0,2011-10-28 10:00:00,42,1,169.48000000000002
1377,14219.0,2011-12-05 16:23:00,3,1,89.94
1378,14220.0,2010-12-16 18:18:00,246,2,632.4
1379,14221.0,2011-01-04 15:33:00,41,9,3432.8
1380,14222.0,2011-06-15 16:42:00,176,1,683.17
1381,14223.0,2011-03-20 16:02:00,91,3,991.13
1382,14224.0,2011-01-23 13:58:00,109,4,1050.12
1383,14226.0,2011-03-15 15:36:00,28,5,2232.19
1384,14227.0,2011-02-28 12:27:00,25,10,3350.96
1385,14229.0,2011-01-10 12:03:00,51,3,1547.2
1386,14231.0,2011-02-24 11:55:00,183,3,925.71
1387,14232.0,2011-03-20 12:44:00,42,5,2048.07
1388,14233.0,2011-01-26 12:43:00,48,4,1462.72
1389,14234.0,2011-10-13 13:58:00,21,4,775.46
1390,14235.0,2011-03-24 13:23:00,74,5,3144.86
1391,14236.0,2010-12-02 18:49:00,80,2,490.86
1392,14237.0,2010-12-01 13:20:00,372,1,161.0
1393,14238.0,2011-01-17 14:40:00,325,1,146.85
1394,14239.0,2011-01-27 14:45:00,42,11,2380.85
1395,14240.0,2011-04-28 11:40:00,29,2,890.34
1396,14241.0,2011-06-09 11:46:00,183,1,213.70000000000002
1397,14242.0,2011-01-18 08:53:00,234,2,280.55
1398,14243.0,2010-12-09 08:34:00,8,10,2588.77
1399,14245.0,2011-03-21 10:41:00,219,2,1693.45
1400,14246.0,2011-04-08 08:25:00,110,3,1474.06
1401,14247.0,2011-03-06 15:21:00,277,1,136.76999999999998
1402,14248.0,2011-01-25 14:45:00,317,1,302.58
1403,14250.0,2011-09-11 13:44:00,6,3,1904.05
1404,14251.0,2011-10-13 12:46:00,1,5,2879.7000000000003
1405,14256.0,2010-12-10 11:44:00,259,2,969.0600000000001
1406,14257.0,2011-01-25 10:49:00,63,5,3099.7200000000003
1407,14258.0,2011-01-06 12:18:00,8,9,12669.98
1408,14259.0,2011-07-21 10:44:00,141,1,120.0
1409,14261.0,2011-09-22 10:47:00,50,2,1163.45
1410,14262.0,2011-04-13 12:23:00,7,8,2618.23
1411,14264.0,2011-04-08 12:20:00,154,2,333.97
1412,14265.0,2011-07-14 09:10:00,108,2,530.18
1413,14267.0,2011-03-24 11:38:00,162,3,1516.24
1414,14270.0,2011-01-12 09:33:00,331,1,492.65000000000003
1415,14271.0,2011-04-28 12:47:00,225,1,112.32
1416,14272.0,2011-03-30 13:57:00,73,2,437.96
1417,14273.0,2011-04-11 13:24:00,50,4,559.97
1418,14276.0,2011-02-23 09:38:00,98,3,1119.74
1419,14277.0,2011-05-11 13:20:00,14,3,4216.2
1420,14280.0,2011-05-27 10:37:00,196,1,134.04
1421,14282.0,2010-12-07 12:21:00,2,15,3729.34
1422,14284.0,2011-09-14 13:04:00,30,2,595.25
1423,14285.0,2011-06-16 12:36:00,20,4,1910.01
1424,14286.0,2011-04-11 08:16:00,23,3,4628.75
1425,14287.0,2011-05-25 11:41:00,7,3,176.63
1426,14288.0,2011-05-10 13:22:00,212,1,426.6
1427,14289.0,2011-02-23 12:33:00,8,6,911.26
1428,14290.0,2010-12-13 10:24:00,10,5,2314.65
1429,14291.0,2011-03-09 15:20:00,1,11,3883.25
1430,14292.0,2011-03-02 08:26:00,7,9,4871.93
1431,14293.0,2010-12-06 10:18:00,2,4,1046.56
1432,14295.0,2011-10-30 15:50:00,39,1,166.20000000000002
1433,14297.0,2011-03-10 08:31:00,17,4,1305.33
1434,14298.0,2010-12-14 12:59:00,7,44,51527.3
1435,14299.0,2010-12-09 10:30:00,7,9,3965.62
1436,14300.0,2011-11-21 08:57:00,18,1,43.2
1437,14301.0,2011-08-14 15:33:00,116,1,640.14
1438,14304.0,2011-05-01 11:50:00,222,1,383.45
1439,14305.0,2011-07-27 14:14:00,70,3,1858.96
1440,14306.0,2011-09-15 10:31:00,50,2,2093.32
1441,14307.0,2010-12-01 11:41:00,88,6,2995.72
1442,14309.0,2010-12-16 13:05:00,7,9,2352.53
1443,14311.0,2011-04-11 10:14:00,242,1,310.26
1444,14312.0,2011-01-06 16:35:00,46,6,1611.59
1445,14314.0,2011-08-25 10:39:00,106,1,120.0
1446,14315.0,2011-03-18 12:59:00,44,6,2481.13
1447,14317.0,2011-10-06 10:44:00,64,1,508.58000000000004
1448,14320.0,2011-01-11 09:12:00,206,2,477.79
1449,14321.0,2011-01-10 11:35:00,10,5,1530.75
1450,14323.0,2011-04-15 11:44:00,114,2,605.0600000000001
1451,14326.0,2011-04-11 15:04:00,241,1,183.85
1452,14327.0,2011-06-29 13:58:00,162,1,311.65
1453,14329.0,2011-01-14 13:42:00,16,7,5014.84
1454,14331.0,2011-07-27 15:14:00,123,2,462.65999999999997
1455,14332.0,2011-07-15 10:33:00,22,3,866.31
1456,14333.0,2011-10-03 10:38:00,67,1,415.2
1457,14334.0,2010-12-16 17:37:00,16,8,2552.21
1458,14335.0,2011-09-04 13:07:00,15,2,468.26
1459,14336.0,2011-03-08 16:48:00,16,4,1614.91
1460,14338.0,2011-05-27 13:30:00,160,2,588.22
1461,14339.0,2011-04-11 11:06:00,242,1,309.52
1462,14340.0,2011-05-05 09:44:00,218,1,134.7
1463,14341.0,2011-01-25 13:55:00,44,8,2182.28
1464,14342.0,2011-05-13 13:50:00,20,4,668.5600000000001
1465,14344.0,2010-12-06 11:58:00,126,8,889.9300000000001
1466,14345.0,2011-11-01 09:51:00,38,1,108.97999999999999
1467,14346.0,2011-02-15 13:52:00,120,2,1021.58
1468,14348.0,2011-03-24 16:23:00,259,1,409.57
1469,14349.0,2011-11-29 15:39:00,9,1,133.5
1470,14350.0,2011-03-10 14:14:00,273,1,282.93
1471,14351.0,2011-06-28 11:56:00,164,1,51.0
1472,14352.0,2011-03-11 14:58:00,156,4,1078.96
1473,14353.0,2011-05-08 16:06:00,214,1,90.6
1474,14354.0,2011-11-09 15:36:00,5,2,163.62
1475,14355.0,2010-12-09 12:16:00,365,1,174.4
1476,14356.0,2011-09-19 14:43:00,79,2,701.23
1477,14357.0,2011-10-27 16:23:00,42,1,225.77
1478,14359.0,2011-09-13 09:03:00,18,3,912.18
1479,14360.0,2011-09-06 11:58:00,31,4,2128.23
1480,14362.0,2011-11-17 15:08:00,21,1,161.2
1481,14364.0,2011-05-12 12:56:00,108,8,3717.35
1482,14367.0,2011-03-08 14:12:00,7,16,9261.52
1483,14368.0,2011-01-24 09:52:00,319,1,155.0
1484,14371.0,2011-02-17 16:35:00,294,1,100.5
1485,14373.0,2010-12-16 15:40:00,357,1,76.55
1486,14375.0,2011-06-07 13:44:00,184,1,257.68
1487,14377.0,2011-03-22 13:38:00,190,2,617.05
1488,14379.0,2011-02-17 15:03:00,43,2,348.1
1489,14381.0,2011-10-18 17:10:00,51,1,202.68
1490,14382.0,2011-11-13 16:18:00,25,1,626.0699999999999
1491,14383.0,2011-06-29 10:18:00,37,3,1247.69
1492,14385.0,2011-11-16 11:55:00,8,3,202.11
1493,14386.0,2011-02-16 09:45:00,296,1,142.4
1494,14387.0,2011-08-22 14:13:00,32,3,1770.56
1495,14388.0,2010-12-02 11:02:00,9,8,3212.84
1496,14389.0,2011-06-02 12:04:00,64,2,1043.46
1497,14390.0,2010-12-02 11:57:00,9,9,4652.82
1498,14393.0,2011-05-05 18:16:00,217,1,67.95
1499,14395.0,2010-12-02 18:15:00,1,9,3507.71
1500,14396.0,2010-12-03 15:19:00,64,2,487.99
1501,14397.0,2011-05-10 12:25:00,2,19,2612.96
1502,14400.0,2011-07-13 15:50:00,148,1,574.7
1503,14401.0,2010-12-15 09:07:00,3,13,4051.48
1504,14403.0,2011-04-06 14:23:00,129,4,1475.81
1505,14404.0,2010-12-05 16:00:00,33,6,1474.32
1506,14406.0,2011-08-12 16:54:00,118,1,156.75
1507,14407.0,2011-03-08 11:59:00,106,6,2157.73
1508,14408.0,2011-03-20 14:41:00,10,7,2606.53
1509,14409.0,2010-12-06 15:03:00,70,6,2059.4500000000003
1510,14410.0,2011-02-07 09:36:00,91,9,1105.07
1511,14411.0,2011-02-02 10:56:00,310,1,1063.0
1512,14412.0,2011-09-28 08:48:00,42,2,770.03
1513,14413.0,2010-12-12 13:37:00,361,1,122.7
1514,14414.0,2010-12-16 11:11:00,91,7,1496.98
1515,14415.0,2010-12-14 13:31:00,0,13,5900.28
1516,14416.0,2011-10-28 15:10:00,21,2,490.22
1517,14418.0,2011-08-23 17:18:00,3,3,1937.25
1518,14419.0,2010-12-10 10:56:00,10,6,1058.06
1519,14420.0,2011-09-01 18:07:00,98,1,387.52
1520,14421.0,2011-05-12 10:49:00,56,2,813.11
1521,14422.0,2011-03-17 17:26:00,0,6,4263.64
1522,14423.0,2011-05-05 15:12:00,217,1,265.2
1523,14424.0,2011-11-22 11:48:00,17,1,322.08
1524,14426.0,2011-01-31 09:51:00,23,10,4481.67
1525,14427.0,2011-10-07 09:10:00,49,2,363.34000000000003
1526,14428.0,2011-01-18 16:39:00,6,5,1244.83
1527,14431.0,2011-02-10 10:40:00,302,1,470.36
1528,14432.0,2011-09-11 14:09:00,9,6,2255.51
1529,14434.0,2011-09-28 15:31:00,21,6,1372.8
1530,14436.0,2011-09-02 10:13:00,98,1,89.06
1531,14437.0,2010-12-09 09:27:00,365,1,63.0
1532,14438.0,2011-02-06 14:56:00,305,1,131.9
1533,14439.0,2011-01-24 11:39:00,319,1,2661.24
1534,14440.0,2010-12-09 12:49:00,7,5,2357.6800000000003
1535,14441.0,2011-03-29 12:01:00,0,4,1712.89
1536,14442.0,2011-01-27 09:33:00,204,2,1589.82
1537,14443.0,2010-12-06 11:03:00,53,4,1420.2
1538,14446.0,2011-04-07 12:10:00,0,4,1039.58
1539,14447.0,2011-03-04 10:49:00,18,5,1163.23
1540,14448.0,2010-12-10 17:26:00,8,2,375.35
1541,14449.0,2010-12-02 14:09:00,18,4,907.1
1542,14450.0,2011-01-23 11:53:00,180,3,483.25
1543,14451.0,2011-05-29 12:35:00,59,2,662.59
1544,14452.0,2011-09-07 11:32:00,10,2,264.44
1545,14453.0,2011-06-02 14:15:00,189,1,119.93
1546,14456.0,2011-07-20 13:06:00,4,9,3062.4
1547,14457.0,2011-02-02 09:39:00,310,1,113.64
1548,14459.0,2011-07-07 13:35:00,154,1,1837.92
1549,14460.0,2011-02-02 11:55:00,109,3,434.34
1550,14461.0,2011-03-23 12:15:00,147,3,2103.06
1551,14462.0,2011-01-04 12:45:00,65,11,2004.02
1552,14463.0,2011-05-18 14:42:00,97,3,529.62
1553,14465.0,2011-02-10 12:13:00,246,3,1058.6200000000001
1554,14466.0,2010-12-02 13:36:00,28,7,2272.4
1555,14467.0,2011-01-31 12:35:00,17,4,598.76
1556,14470.0,2011-02-25 11:56:00,11,2,461.19
1557,14472.0,2010-12-19 14:03:00,103,8,1936.84
1558,14473.0,2011-03-02 13:56:00,73,2,234.34000000000003
1559,14474.0,2011-10-24 13:26:00,45,1,547.66
1560,14475.0,2011-02-08 10:12:00,71,3,925.85
1561,14476.0,2011-03-27 15:39:00,256,1,215.7
1562,14477.0,2011-02-15 15:44:00,19,4,1309.6
1563,14479.0,2010-12-09 12:59:00,253,2,316.25
1564,14480.0,2011-11-28 16:35:00,10,1,279.05
1565,14481.0,2011-02-25 13:53:00,164,2,636.51
1566,14482.0,2011-04-14 16:41:00,17,6,2068.15
1567,14483.0,2011-03-03 10:26:00,281,1,137.1
1568,14484.0,2011-10-20 14:11:00,49,1,321.92
